job_role,salary_usd,salary_percentile,skill_demand_score,hiring_difficulty_score
Data Analyst,28000,7,57,80.38364283391748
Research Scientist,157959,45,8,56.77341803912686
Research Scientist,135238,62,50,20.660848895289774
AI Engineer,176073,22,30,44.88689915765488
AI Engineer,147963,71,31,92.9654884727824
Research Scientist,98544,94,5,36.73816544206594
Software Engineer AI,91490,64,100,95.92182376009156
Software Engineer AI,37294,98,62,55.77786195830514
Software Engineer AI,60995,64,65,61.633836502041746
Research Scientist,134866,57,67,17.92336257043823
AI Engineer,143798,4,72,79.62284618656575
Machine Learning Engineer,74857,3,23,55.93798923765932
Computer Vision Engineer,104083,3,44,74.16124645892276
NLP Engineer,55448,10,2,79.8041087696893
Software Engineer AI,108899,62,55,65.09146533954213
Data Scientist,134435,76,27,26.828408907429935
Data Scientist,74284,13,27,68.00070514196192
Research Scientist,196579,35,96,65.11544252431254
Research Scientist,124737,91,61,49.67171560623858
Machine Learning Engineer,182877,21,85,61.86061824972154
Research Scientist,124029,22,66,73.80325530308647
AI Engineer,253394,24,24,49.19289444029937
NLP Engineer,106153,96,52,76.067337418183
Research Scientist,86864,26,83,61.2619530460896
Data Scientist,106715,43,47,27.096635034218664
Research Scientist,102473,86,26,53.86292055615886
NLP Engineer,156376,58,24,65.2437077177736
Data Scientist,145142,52,83,55.62067644218651
Data Scientist,142573,10,83,48.84800756664285
Software Engineer AI,80197,24,71,14.808422176576954
Data Scientist,76706,57,21,24.405744367378485
Software Engineer AI,68322,82,6,67.43330907974962
Machine Learning Engineer,56436,10,26,45.91101082504903
Software Engineer AI,48881,18,44,69.27459213967425
AI Engineer,86409,84,82,27.930618872995343
Data Analyst,76320,58,22,51.12227604539773
Data Scientist,107727,35,46,45.02387231566092
NLP Engineer,76459,80,27,54.49780753365033
Computer Vision Engineer,171365,72,91,71.81406864538644
Data Scientist,111629,64,14,62.290240888809926
NLP Engineer,61341,65,53,37.322586255493505
Software Engineer AI,130838,76,96,43.972548475571784
Research Scientist,140546,4,75,45.222292920424664
Data Analyst,34193,78,54,54.488485887362216
Research Scientist,91060,41,39,31.05367409281559
AI Engineer,28000,6,26,60.93402232566712
Data Scientist,40248,54,54,28.826239714236557
Computer Vision Engineer,104421,1,32,26.460363930992383
AI Engineer,176756,95,84,69.59776678524835
Research Scientist,76843,89,89,45.2536285239532
AI Engineer,135387,60,41,59.79963260712839
Computer Vision Engineer,142963,8,74,54.14018956374343
Research Scientist,100995,10,86,41.30224981688097
NLP Engineer,76132,12,55,66.6825671290042
Data Scientist,67163,14,85,89.88298592316988
AI Engineer,83406,99,91,65.31935043526042
Data Analyst,58614,77,41,42.50089899182121
Computer Vision Engineer,50961,27,86,50.6863184024791
Machine Learning Engineer,62857,54,61,50.93185066089412
Data Analyst,72397,40,87,52.431507691147814
AI Engineer,181851,58,74,64.44789976057957
Research Scientist,74032,47,64,62.79497555423387
AI Engineer,105495,60,99,31.37971934417058
Machine Learning Engineer,47719,81,82,61.37704756089305
AI Engineer,71604,40,62,42.47346364138211
Data Scientist,144268,91,5,30.334595052001315
Software Engineer AI,98180,69,63,44.53761054232203
Data Scientist,117873,35,84,34.45844731596206
Data Analyst,112352,76,57,35.77475637333733
Data Scientist,87902,82,13,86.66301339460254
NLP Engineer,133938,34,82,100.0
Computer Vision Engineer,142113,60,97,19.12040193393152
Data Analyst,41302,88,99,36.69820790629678
Software Engineer AI,86813,68,31,53.64287787548643
Data Analyst,36113,41,78,55.50279273334469
Computer Vision Engineer,137515,3,67,81.14173052438353
Research Scientist,111774,81,84,71.20200242255692
Machine Learning Engineer,63855,34,76,46.006301343456016
Research Scientist,71415,45,58,60.93661046286796
Machine Learning Engineer,223764,45,52,29.13881718088607
Computer Vision Engineer,192809,77,26,50.60692310793009
Machine Learning Engineer,43461,57,1,52.70213165112275
Research Scientist,127147,55,40,77.89422427806979
Machine Learning Engineer,63919,23,94,90.07390774341071
Machine Learning Engineer,97737,10,70,32.188278586177184
AI Engineer,136826,15,27,71.53064319916852
Computer Vision Engineer,28000,100,57,47.31652489322637
Computer Vision Engineer,139009,17,14,28.053197622030172
Software Engineer AI,43006,32,61,81.09286929014304
Machine Learning Engineer,105460,16,61,31.27493668480256
Software Engineer AI,77507,26,47,65.00455985961301
Research Scientist,79891,64,39,30.998399374820053
Data Scientist,131752,93,47,63.531564286552914
Data Analyst,41651,16,23,66.40735565302869
Data Scientist,119369,37,6,81.86691601529733
Data Scientist,79532,76,9,37.5344867175063
Machine Learning Engineer,51282,33,25,47.53873662951412
Data Analyst,47324,70,33,58.86821861183862
Data Scientist,82622,16,25,86.48128432709117
Data Scientist,78528,31,97,44.305221536844925
AI Engineer,72823,51,80,59.74387706093834
Research Scientist,80188,33,40,80.46228742021331
Data Analyst,62972,76,53,53.0897110490589
Computer Vision Engineer,59180,94,61,64.08926287801235
Data Analyst,108969,26,87,77.97179414504419
Research Scientist,55236,57,33,72.42264769032823
Research Scientist,98793,37,18,82.37285348287071
Research Scientist,78989,15,15,33.531951111684336
AI Engineer,43563,32,48,43.067639799252376
Machine Learning Engineer,28000,20,86,69.8635407846158
Software Engineer AI,57309,57,72,78.29591878925251
Research Scientist,72319,5,72,41.93047606263971
Computer Vision Engineer,49129,17,57,50.209506833631245
Machine Learning Engineer,75673,98,22,49.95657078785421
Computer Vision Engineer,93309,99,92,47.98760978217443
Data Analyst,97867,47,5,80.28835511538847
Data Analyst,45787,79,2,67.10630441289564
Computer Vision Engineer,56623,22,64,49.311057718397414
NLP Engineer,29041,98,63,36.43339236549835
Data Scientist,68765,59,70,49.11842117309519
Data Scientist,95258,8,78,40.2582166143223
Data Analyst,28000,31,53,34.944919541285785
AI Engineer,132480,1,58,62.61660583404273
Data Analyst,71636,69,22,54.53696119995805
Data Scientist,88616,14,10,57.10097143932333
Software Engineer AI,83898,2,25,51.426773920057535
Computer Vision Engineer,67149,3,46,52.878098531876965
Machine Learning Engineer,84831,49,19,67.24908298649311
Research Scientist,76471,22,47,32.12081117082635
AI Engineer,102766,14,91,63.52194188478387
Software Engineer AI,155146,39,49,64.2044895676622
AI Engineer,82628,12,96,47.32832363822064
Computer Vision Engineer,135726,89,79,34.52502577098777
Machine Learning Engineer,30656,50,14,70.52590212357765
NLP Engineer,176704,7,7,42.449288530371334
Data Scientist,107365,88,60,47.8666660721345
Data Analyst,56831,20,63,43.47957504430176
NLP Engineer,87097,43,36,51.520549556079374
Research Scientist,152802,72,37,56.67872727588442
Research Scientist,84790,85,55,68.4585833485519
Software Engineer AI,83008,70,19,22.54188419053846
Machine Learning Engineer,68633,29,5,72.65748140123384
Computer Vision Engineer,67738,90,80,52.83588542513031
Machine Learning Engineer,207213,13,47,45.96907749319133
Research Scientist,81728,89,27,27.027594352488144
Machine Learning Engineer,90985,6,48,35.29314171771085
Research Scientist,185189,49,80,30.63668176107291
NLP Engineer,147228,80,61,21.631980999749462
Data Analyst,28000,57,82,42.09515807579433
NLP Engineer,78811,18,63,43.03260993112542
Data Scientist,148924,38,21,81.75189612113756
NLP Engineer,87118,69,11,51.318186075185366
AI Engineer,59592,79,88,53.92124339184207
NLP Engineer,66492,88,68,55.87781643062644
Data Scientist,68157,73,89,38.347644879849426
Computer Vision Engineer,84955,7,30,74.7538062230982
NLP Engineer,100514,42,56,24.15401932790042
Software Engineer AI,90516,81,22,52.12513052317371
Data Analyst,54859,46,15,27.247262982221212
Machine Learning Engineer,72105,17,64,49.201276510871345
Data Scientist,86532,82,69,66.78043494071795
NLP Engineer,143953,49,82,69.35315204692496
Research Scientist,247656,69,86,72.48676634211867
NLP Engineer,68232,50,51,72.0592445176771
Data Scientist,62974,60,69,65.10638546701321
Research Scientist,98636,100,12,57.79894337708497
Software Engineer AI,168213,62,78,81.93506288613621
Data Scientist,105167,60,4,68.44396689988605
Data Scientist,68447,72,25,54.12032420097064
Computer Vision Engineer,111842,96,71,64.22929097549573
Research Scientist,74227,71,94,59.86230841978059
Software Engineer AI,85734,12,91,48.80539902125992
Software Engineer AI,68604,91,84,65.27739272794221
Data Analyst,45369,53,20,43.14894334883408
Data Scientist,125362,57,52,55.13174434681729
Data Analyst,50910,30,4,81.56728303991886
Data Analyst,65863,64,13,48.36169018052813
Research Scientist,107970,67,74,81.12939584506871
NLP Engineer,76579,33,99,95.28968997536518
Software Engineer AI,94959,56,87,80.63265994759017
Computer Vision Engineer,182961,31,24,58.25809670710971
AI Engineer,95794,61,86,46.80393182500268
Data Analyst,28000,76,46,48.46595865942333
AI Engineer,190654,38,89,56.53717117083887
AI Engineer,69484,70,63,57.2562487830291
NLP Engineer,73592,69,89,42.5498874961966
Computer Vision Engineer,185856,8,31,60.99913660864304
NLP Engineer,192079,53,3,56.32172381621555
Software Engineer AI,64586,56,27,40.67787717921903
Machine Learning Engineer,146223,12,55,54.86683536093139
AI Engineer,111948,10,8,84.29990942917644
Data Scientist,80818,70,47,59.83365011620665
Software Engineer AI,139248,26,85,45.60355808406799
Computer Vision Engineer,192408,26,97,63.083931687275935
Machine Learning Engineer,102939,18,35,81.39782198508439
Data Scientist,85089,3,64,80.73906126930471
Machine Learning Engineer,70819,50,13,44.81200778552809
Machine Learning Engineer,72992,86,36,49.60623914772365
NLP Engineer,72716,90,95,49.89516787435936
Data Scientist,64357,45,85,60.96774989736609
Data Scientist,122537,60,40,61.29905817966255
Research Scientist,133991,87,17,48.546015864922005
Software Engineer AI,66006,100,93,67.45183231033496
Research Scientist,164463,64,48,67.5814544167498
Software Engineer AI,142420,29,86,31.02486323043205
Software Engineer AI,89531,65,53,57.07709547084742
Software Engineer AI,73154,59,17,55.93898006184965
Machine Learning Engineer,63630,39,13,37.8096163366467
Data Scientist,100762,61,12,51.287218466528145
Data Analyst,82106,39,92,29.363224029895193
Machine Learning Engineer,207016,15,62,48.73861385801747
Research Scientist,173782,61,79,42.12354871731495
Computer Vision Engineer,134232,21,88,69.10611294109464
Machine Learning Engineer,33402,12,16,42.52586168379045
Research Scientist,168605,99,20,32.552590462070974
Software Engineer AI,54423,47,9,31.62846419574848
AI Engineer,79850,49,17,55.87744499298115
AI Engineer,93404,72,5,60.35871177934514
AI Engineer,29112,54,40,23.47050635256175
Data Analyst,48090,49,67,24.954606972980244
Data Scientist,83565,76,75,78.11372785963238
Computer Vision Engineer,159595,69,44,42.15610295851802
Data Analyst,54554,57,31,83.15326749540313
AI Engineer,63804,25,53,83.92637677149673
Software Engineer AI,59638,94,68,62.07999532595062
Computer Vision Engineer,71120,60,46,40.98607280393721
NLP Engineer,61857,25,51,41.64579631970469
Research Scientist,169806,76,45,92.85838262249791
Research Scientist,112499,11,81,27.47471264136306
NLP Engineer,207003,56,3,50.563825991010056
Data Scientist,103421,38,51,44.32035630966159
Data Analyst,58922,6,52,62.46873963942939
Research Scientist,161607,69,11,59.774880434065665
NLP Engineer,145169,77,59,59.298526747127326
NLP Engineer,37720,31,50,61.65596694757055
Computer Vision Engineer,35755,27,83,58.82131100477864
Research Scientist,82881,32,15,49.39523357674034
AI Engineer,125320,50,66,48.293211385332896
Data Scientist,68309,4,76,86.96649883310792
Machine Learning Engineer,54603,12,65,44.50258240915791
Computer Vision Engineer,162693,77,15,50.224889840599154
Machine Learning Engineer,96796,69,56,100.0
Software Engineer AI,54725,95,63,52.65782983003545
Research Scientist,105116,53,53,53.66482286054607
Software Engineer AI,61496,66,99,48.179350652689706
Software Engineer AI,59090,21,86,45.2265487653156
Computer Vision Engineer,66604,5,98,70.7227211986291
Machine Learning Engineer,95871,67,66,56.099383593075984
Research Scientist,53369,18,25,57.1795945137057
AI Engineer,118753,83,90,91.83594599186527
Research Scientist,125652,65,21,59.12553930352257
Research Scientist,183662,76,66,59.63994332344758
Data Scientist,139557,76,8,60.36348388647014
Software Engineer AI,86769,100,7,63.89751923633374
Data Scientist,72920,86,7,39.534863396022
NLP Engineer,110604,51,98,60.49501236022099
Software Engineer AI,169980,9,19,97.16343784775697
NLP Engineer,164706,48,7,85.59306952761857
Software Engineer AI,59300,17,68,41.31951236180352
NLP Engineer,146220,31,2,40.25513960250271
Software Engineer AI,169287,26,78,68.28171543751637
Data Analyst,50887,21,79,48.30333145213344
Data Analyst,81276,31,88,22.727597116032307
Research Scientist,201891,57,39,81.90829485011531
Computer Vision Engineer,65650,36,95,98.27283555916222
Data Scientist,121334,49,56,41.79762551899664
AI Engineer,115683,39,92,44.99935467185684
Machine Learning Engineer,64930,47,14,26.583439718942117
Software Engineer AI,28000,83,100,77.21979245059282
Computer Vision Engineer,75965,32,24,42.786035377568744
NLP Engineer,66597,58,69,57.35835836792471
Data Analyst,48134,21,26,22.429155007868317
NLP Engineer,140750,40,46,71.48793526723729
Computer Vision Engineer,60616,2,31,50.27427538119792
Research Scientist,121624,73,1,45.59914064915892
Computer Vision Engineer,34714,3,97,81.94644320980137
Software Engineer AI,136254,49,16,90.46129780689677
NLP Engineer,179145,99,95,54.63989201105675
Computer Vision Engineer,119238,51,63,46.43002014518454
NLP Engineer,212502,58,41,61.98358131306277
Data Scientist,126116,90,98,46.72683886231232
Software Engineer AI,55761,54,52,63.68665829644629
AI Engineer,59169,31,33,100.0
Research Scientist,107543,53,52,59.93828663602791
Machine Learning Engineer,96610,47,7,51.241750072986406
Data Analyst,78823,60,88,41.946820215192886
Machine Learning Engineer,193571,27,67,53.44595527142969
Machine Learning Engineer,60107,76,82,74.23945719427914
Research Scientist,102771,19,99,17.28541225858713
Research Scientist,90296,24,96,20.51087460275626
Research Scientist,196040,80,61,70.5926892298366
NLP Engineer,76354,22,29,79.86585838437942
Machine Learning Engineer,114303,94,40,51.72653605643181
Research Scientist,87813,20,44,62.676031255020575
Computer Vision Engineer,173258,24,58,40.297736287525595
Computer Vision Engineer,91312,24,91,50.51083305915789
Research Scientist,79944,37,89,27.30112579341017
Computer Vision Engineer,139911,85,80,55.644340383385696
Data Scientist,112712,17,97,54.86217081375284
Computer Vision Engineer,33793,90,15,71.79560734165915
Data Analyst,50674,69,60,40.93095158916725
NLP Engineer,172157,100,77,31.60683253488191
AI Engineer,62113,75,27,75.037305433097
Data Scientist,90654,26,50,59.00919814792347
Software Engineer AI,71356,25,42,71.9942871371232
Research Scientist,157725,46,41,64.00335927780539
Computer Vision Engineer,178307,20,39,66.33770387735268
Machine Learning Engineer,84665,91,78,80.59827639408952
Data Analyst,67576,59,26,64.91418403771337
Data Scientist,89642,52,58,58.24064228486446
Software Engineer AI,84122,13,98,51.8236570763537
Data Scientist,160843,39,74,47.02051873765193
Research Scientist,155738,81,61,52.00611135898716
Software Engineer AI,144664,15,27,27.820406822271973
Software Engineer AI,97824,60,17,62.29986129295459
Data Scientist,98944,92,23,61.716674234621394
Software Engineer AI,102641,40,11,60.577943593931856
AI Engineer,87137,71,30,28.929465629855656
Data Analyst,39973,60,95,74.58602724319
Data Scientist,132912,29,43,52.26818866939136
Research Scientist,70540,89,57,71.98983902691465
Data Analyst,83136,83,50,41.820815284667326
Data Analyst,54727,69,96,44.720313162943974
AI Engineer,55658,64,93,66.14535904251824
AI Engineer,105737,54,18,61.31836727611517
Data Analyst,45054,87,25,30.640290894870553
Data Scientist,94695,61,71,83.96722519562948
Research Scientist,101666,90,57,46.78627278636554
Computer Vision Engineer,120983,92,32,32.84640721772129
NLP Engineer,106312,81,76,44.89287000189242
Machine Learning Engineer,97647,94,61,46.33053775834504
NLP Engineer,98243,31,99,36.22168542496293
Machine Learning Engineer,58827,35,36,65.00385364033737
AI Engineer,58696,89,35,60.512435268486314
Machine Learning Engineer,74119,48,32,80.0318862564222
Machine Learning Engineer,76651,1,68,32.89796213990989
Machine Learning Engineer,110180,38,70,61.27182846368552
Machine Learning Engineer,105399,33,88,71.45333636685575
Data Scientist,143338,7,72,69.4274772533368
NLP Engineer,67715,88,38,97.86901000248751
Research Scientist,110889,60,76,53.42683680338052
Research Scientist,192215,95,28,83.35385271613588
Research Scientist,34255,20,67,27.66702345630257
Data Scientist,53716,36,27,50.29049476597448
AI Engineer,42218,29,93,32.148090864776194
Data Analyst,65466,58,37,62.09053797396271
AI Engineer,153943,54,21,57.02817060159857
Research Scientist,158658,86,35,81.20206688161906
Machine Learning Engineer,170946,34,80,36.66238946223978
Software Engineer AI,96757,46,75,50.08980596357906
Data Scientist,71637,76,85,63.152469073381766
Data Analyst,101221,40,32,66.9388955294889
Computer Vision Engineer,180989,47,24,35.76842073652497
Computer Vision Engineer,183409,54,91,29.799090434250303
Computer Vision Engineer,147415,65,34,21.168573830657536
AI Engineer,61569,90,45,19.292359850035425
NLP Engineer,194931,51,20,56.050676573671545
Software Engineer AI,79304,43,4,91.74510516736808
Software Engineer AI,141383,36,12,71.89126256678081
NLP Engineer,69613,66,10,42.769682357492506
AI Engineer,139469,27,55,64.75637390145917
Computer Vision Engineer,179133,87,9,50.78494110508855
Data Analyst,57954,17,12,59.832674754211006
Data Scientist,146557,45,47,36.34075768786761
Research Scientist,101891,86,18,32.064126987914406
Data Scientist,115783,66,25,52.90519289236551
Software Engineer AI,130441,69,70,41.52437802116838
Machine Learning Engineer,70299,49,38,60.21144395742258
NLP Engineer,63758,75,37,5.339753866168948
Computer Vision Engineer,166481,79,1,57.820360885521005
Computer Vision Engineer,81912,84,69,35.71007293468864
AI Engineer,73864,78,27,45.934567570018295
NLP Engineer,151963,87,55,39.97956014780489
Data Scientist,30370,100,38,61.72673701708569
Data Scientist,73704,12,37,58.20328452104124
Data Analyst,124433,14,18,42.6253429751052
NLP Engineer,62884,79,19,35.0585988079135
Software Engineer AI,163838,85,58,72.75860469950544
NLP Engineer,89362,97,37,54.313252652454736
Software Engineer AI,29471,95,25,33.29949144443614
Data Scientist,129137,50,79,57.607874653155015
Computer Vision Engineer,60194,85,47,38.43610467783231
Data Scientist,140850,93,63,44.77613371766134
Data Scientist,71913,95,20,97.93932123797777
Machine Learning Engineer,51910,79,32,85.34899502557307
AI Engineer,62607,23,26,92.3471643224053
Software Engineer AI,102066,6,9,53.34985739974612
Software Engineer AI,81260,27,19,84.85471572463308
Research Scientist,75667,50,100,72.60366578138272
NLP Engineer,84513,45,96,84.42746350611668
Software Engineer AI,61422,71,91,39.105003934036354
Research Scientist,187022,28,69,36.37440975562481
Machine Learning Engineer,133236,21,74,76.60930040111168
Research Scientist,77028,53,58,49.11531473673893
Computer Vision Engineer,75039,84,50,77.79479731255553
NLP Engineer,126274,16,63,71.97655644235583
Data Scientist,115044,51,23,62.16237594986976
Machine Learning Engineer,87336,40,64,41.07010374410198
Computer Vision Engineer,74280,76,39,48.55277934384983
Software Engineer AI,62938,84,2,72.34754479395735
NLP Engineer,163215,26,25,53.96852429953318
Software Engineer AI,179408,24,90,64.95220770437845
Machine Learning Engineer,164099,42,41,60.906995508086
Software Engineer AI,67808,45,40,74.89929096381644
AI Engineer,52531,48,44,67.79851395359054
Software Engineer AI,149715,53,87,32.92847447017974
AI Engineer,54495,40,85,34.16447806417334
Data Scientist,48044,43,45,56.666944866462465
NLP Engineer,80380,79,24,68.80387485056757
Research Scientist,63269,87,62,79.8628044072181
Data Scientist,164966,80,31,31.152107408105728
Research Scientist,228383,64,21,86.97647712534976
AI Engineer,78485,80,98,82.85376014137465
Research Scientist,64981,82,2,27.00521955811204
NLP Engineer,113187,12,25,80.12052242145828
Software Engineer AI,64738,15,22,91.66100661642888
Data Analyst,56519,20,92,41.98240570735835
Data Analyst,69475,22,40,50.25576188759299
Machine Learning Engineer,109579,70,39,43.70610549357994
Machine Learning Engineer,151968,15,57,60.3722350853042
Data Analyst,28000,19,26,48.51457009735943
Data Scientist,71484,27,3,65.24371385837657
Data Analyst,47939,6,26,62.17987851646072
AI Engineer,199181,30,97,66.23109489007484
Data Analyst,53707,29,63,23.763754469450134
Data Scientist,112265,62,33,39.69726150180699
Data Analyst,40016,96,60,83.73874356648221
Machine Learning Engineer,103138,45,100,61.00433136228774
Computer Vision Engineer,70586,76,9,60.406945136369245
Machine Learning Engineer,60967,82,18,72.65857005440087
Data Analyst,83233,51,25,44.70258748339438
Data Analyst,80329,34,7,41.367250654011926
NLP Engineer,109488,71,66,71.59925926657364
NLP Engineer,113023,48,22,51.45725112596109
AI Engineer,99353,30,7,61.32199216114105
NLP Engineer,126906,97,66,76.0374150803396
AI Engineer,82904,21,2,85.70089896086772
Software Engineer AI,175385,47,33,58.994667920919085
Machine Learning Engineer,72970,44,12,54.296703378312465
Research Scientist,90737,94,85,61.81238194596624
NLP Engineer,73069,81,46,38.624102956095
AI Engineer,100492,68,31,100.0
NLP Engineer,65563,89,32,41.720786075353594
Machine Learning Engineer,118626,85,32,53.19853313735635
Software Engineer AI,133848,68,94,37.77426503561385
Machine Learning Engineer,132824,85,44,76.78191812217658
Data Scientist,89202,48,51,65.23787534261999
Software Engineer AI,42965,50,2,58.66012575586496
AI Engineer,178040,30,18,55.04321979500985
Computer Vision Engineer,105662,95,8,52.593821415940134
Research Scientist,42710,17,90,33.296902397125265
Research Scientist,227413,81,30,41.34994906858412
Computer Vision Engineer,147477,83,58,80.71024249323959
Data Analyst,46619,1,7,56.68215125656033
Data Analyst,88371,80,18,36.912334854016706
Software Engineer AI,139182,58,88,74.49136186768015
Software Engineer AI,116947,92,7,36.99499896974254
Computer Vision Engineer,82690,65,54,42.38961951167688
Software Engineer AI,106979,63,32,53.4736268350204
Software Engineer AI,70440,55,28,32.13085561440647
Software Engineer AI,134714,43,68,44.89027992967908
Data Scientist,60902,85,71,57.32086914969865
Software Engineer AI,103993,50,22,74.68798559946129
Machine Learning Engineer,214712,54,52,64.10771101878848
AI Engineer,46885,73,13,52.81451166980747
Machine Learning Engineer,83508,24,96,77.77475581164022
Data Analyst,145320,18,28,68.24460567214025
Research Scientist,145449,99,1,91.69390848941217
Machine Learning Engineer,219832,65,47,45.280426252607555
AI Engineer,65622,95,56,57.699502567708
Software Engineer AI,95343,78,33,88.18190058805723
NLP Engineer,80317,81,72,35.284319460533766
Data Scientist,64258,79,45,77.38733682047811
Data Analyst,61859,25,44,70.42830562903222
Data Scientist,99891,57,40,68.69773014702737
Computer Vision Engineer,178274,68,48,65.65468951196301
Data Analyst,55476,17,1,33.83320876989424
Computer Vision Engineer,71121,79,89,52.422075100331725
NLP Engineer,47306,71,71,56.643739472587264
Computer Vision Engineer,69829,69,80,70.47677172078583
Data Analyst,65449,59,100,65.35326831684641
Machine Learning Engineer,88770,2,46,58.96402486343938
Computer Vision Engineer,98276,6,71,78.61202968656823
Computer Vision Engineer,166922,27,56,49.44921830317393
Software Engineer AI,107859,100,54,27.674149617704213
AI Engineer,116758,32,10,35.36304947664058
Software Engineer AI,159791,25,51,55.305612271373946
Computer Vision Engineer,67865,40,16,18.290893226633415
Software Engineer AI,98003,89,6,78.3604709805231
Software Engineer AI,81631,65,78,30.01500264384023
Computer Vision Engineer,66179,79,80,79.14522896283906
Data Scientist,52876,4,74,65.13592323021436
Software Engineer AI,39728,78,87,57.74874177594529
Software Engineer AI,102143,56,76,32.39158594488939
NLP Engineer,64438,92,81,42.93122434646299
AI Engineer,76746,16,5,44.14611227503705
NLP Engineer,72497,36,24,66.56240839114295
NLP Engineer,157750,39,14,37.322916526387445
Data Scientist,134065,65,30,67.76726126752092
Research Scientist,184394,6,62,34.54704778084826
Software Engineer AI,116916,54,90,59.71236197114932
Software Engineer AI,199693,1,53,60.892391659989514
NLP Engineer,137808,59,12,52.815043418488735
Software Engineer AI,37909,62,42,34.09408386098445
Software Engineer AI,67481,94,1,62.841420400231065
Software Engineer AI,60697,20,94,35.51927998326019
Data Scientist,95697,87,2,64.30425563374084
Data Scientist,123475,63,42,60.862873678245336
Computer Vision Engineer,75468,39,44,51.98603521798481
Research Scientist,105267,80,44,41.95635938020535
Research Scientist,38036,44,66,29.57765099287495
Data Scientist,61878,26,71,88.61810755600227
Software Engineer AI,72659,59,86,56.65345836348564
NLP Engineer,119359,63,31,51.18456590459285
Research Scientist,105800,83,32,26.064722988953537
Research Scientist,99864,72,69,68.57560279527459
Data Scientist,29537,58,25,45.62471998485431
Data Scientist,104986,31,69,57.25254492444832
NLP Engineer,223351,35,95,60.02250907119657
Software Engineer AI,162712,14,18,70.78538563775136
Data Scientist,52797,19,36,43.98874295189616
Research Scientist,126899,21,98,49.240475512704904
Data Analyst,70339,2,49,52.59835609691739
NLP Engineer,41891,89,51,97.15914048068672
Machine Learning Engineer,171130,19,11,63.45548700842881
Machine Learning Engineer,150791,3,75,62.609432603853605
Computer Vision Engineer,163613,1,31,73.21410572830642
Machine Learning Engineer,28000,44,83,45.135949508403485
Data Scientist,181054,81,10,54.79151595495624
Computer Vision Engineer,80858,19,47,63.53569218274994
Data Analyst,97394,2,44,44.37307607855307
Data Analyst,42143,79,46,30.228690806368903
Machine Learning Engineer,32204,90,27,75.87335793611678
Data Scientist,55992,14,85,16.839229101543474
Computer Vision Engineer,156472,88,64,65.42627033242319
Data Analyst,46326,22,23,55.25701886418773
AI Engineer,48656,70,15,43.59453184255374
NLP Engineer,69414,94,58,65.20071165354817
NLP Engineer,214703,88,41,87.88497493677696
NLP Engineer,82439,98,98,41.16945170836736
Data Analyst,52598,81,70,38.96644848146459
Data Analyst,69603,94,1,79.3131420408464
Data Analyst,60321,46,97,48.28375412772951
NLP Engineer,95646,61,73,76.37111247436025
NLP Engineer,36242,73,18,75.7607861251953
Machine Learning Engineer,89590,84,35,46.10902388320727
NLP Engineer,64228,98,90,44.27260526163207
Software Engineer AI,153787,67,75,61.457729441597216
AI Engineer,55988,45,24,52.88372868161591
Data Analyst,86871,77,83,64.34425461479594
Data Analyst,108127,39,33,37.283153497036565
Research Scientist,97167,60,24,62.04286180332977
NLP Engineer,83757,32,18,79.01669622373893
AI Engineer,60892,35,88,45.99074579663096
Data Scientist,145274,84,99,92.929442378539
AI Engineer,81007,72,63,39.70377872852861
NLP Engineer,62583,27,64,55.08928318096879
Software Engineer AI,75994,74,29,70.55895204542384
Research Scientist,124549,3,76,43.86962026794491
Machine Learning Engineer,168407,35,17,26.481761818521683
Data Scientist,48021,84,18,62.99089273009309
NLP Engineer,146944,90,74,71.1478174381136
Computer Vision Engineer,147548,23,49,37.58649264319769
Data Scientist,156031,78,79,31.163037861303685
NLP Engineer,28598,85,68,65.58474533406923
Research Scientist,89842,2,14,31.60193406936109
Data Scientist,72960,84,2,46.487258981490434
Computer Vision Engineer,65550,32,17,66.6307089071307
Software Engineer AI,66606,2,36,67.37252098416354
Data Analyst,49222,43,52,77.87562817943552
AI Engineer,85696,99,84,65.20771467533416
Software Engineer AI,70271,63,77,49.16150696203024
AI Engineer,121591,12,12,48.422426493065615
AI Engineer,63534,45,77,52.90186159683603
NLP Engineer,67312,74,53,64.18006132661057
Data Analyst,30159,57,57,47.88949926764185
Software Engineer AI,167968,76,45,36.47896763453589
Computer Vision Engineer,68796,11,72,74.42345014900444
NLP Engineer,77603,68,29,85.78647865590712
Data Scientist,158898,82,68,44.47859053248102
Research Scientist,78279,58,43,39.20060362539006
Data Scientist,80150,25,46,74.61893854759344
AI Engineer,68907,41,1,75.47427121552752
Data Scientist,137065,45,81,14.967833094051926
Machine Learning Engineer,70645,70,84,66.1781383468229
Data Analyst,111048,99,56,31.195761556009288
Computer Vision Engineer,61770,63,19,50.34407561037936
Research Scientist,92701,26,20,6.8326680341411645
Data Analyst,81074,37,7,33.862139747366655
AI Engineer,50875,44,75,95.80384381143246
AI Engineer,143322,85,13,54.208040753728135
Research Scientist,77293,19,45,64.75229391740618
Research Scientist,82918,50,92,32.738326195921005
Computer Vision Engineer,61179,8,12,70.1446665513405
Computer Vision Engineer,73023,47,22,46.286414108607914
Data Scientist,111156,10,27,92.04876346422108
Data Scientist,102814,18,90,73.08537845239422
AI Engineer,150662,45,73,60.09304888438938
Computer Vision Engineer,72905,24,70,59.446684817107446
